"補足","L03エラー","L05CRS識別子","gml:id重複","不正なCRS識別子","1GB以下","XML検証結果","gml:id書式不正","L02エラー","サイズ[KB]","L06エラー","T03エラー","L04エラー","L-frn-01エラー","L03エラー詳細","xlink参照先なし","Index","Folder","Filename","不正なcodeSpace数","L01エラー"
"",0,"OK",0,"","OK","VALID",0,0,169607,0,0,0,0,"{}",0,1,"luse","533945_luse_6697_op.gml",0,0
